0,0,48447,48447,0,73933,9316,9316,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
6148,30213,0,19422,0,0,0,0,0,4929,0,0,0,48306,48306,0,0,0,0,0,0,0
0,30213,0,0,0,0,9316,9316,0,0,0,0,0,48793,48793,0,0,0,9191,9191,0,0
0,0,6189,0,0,73933,0,0,0,0,0,0,0,48793,48793,0,0,0,9191,9191,0,0
0,30213,6197,0,0,0,0,0,48330,48330,0,0,0,0,0,0,0,0,9191,9191,0,0
0,0,0,0,0,73933,9316,9316,0,0,0,0,0,0,0,0,0,0,9191,9191,48819,48819
0,0,6189,19422,0,0,30007,0,0,0,0,59634,59634,0,0,0,0,0,0,0,0,0
6148,0,0,19422,48322,48322,30007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6155,0,0,48322,48322,30007,0,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
0,48454,48454,0,0,73933,9316,9316,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
0,6155,0,19422,0,73933,0,0,48330,48330,0,0,0,0,0,0,0,0,0,0,0,0
6148,30213,0,19422,0,0,0,0,0,4929,0,0,0,0,0,48389,48389,0,0,0,0,0
0,30213,6189,0,68494,68494,0,0,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
0,0,6197,0,0,0,30007,0,0,0,0,0,0,48785,48785,0,0,0,9191,9191,0,0
0,0,6197,19422,0,0,30007,0,0,0,0,0,0,0,0,0,0,0,48470,48470,0,0
0,0,0,19422,6171,0,30007,0,0,4929,0,0,0,0,0,0,48462,48462,0,0,0,0
0,0,48447,48447,0,73933,9316,9316,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
0,0,6189,19422,0,73933,0,0,0,0,0,59634,59634,0,0,0,0,0,0,0,0,0
0,30213,6189,19422,0,0,0,0,0,0,0,0,0,0,0,0,48462,48462,0,0,0,0
0,0,6197,19422,0,0,30007,0,0,0,0,0,0,48371,48371,0,0,0,0,0,0,0
0,30213,6189,19422,0,0,0,0,0,0,0,0,0,0,0,0,48462,48462,0,0,0,0
6148,0,48488,48488,0,73933,0,0,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
0,0,6189,19422,48322,48322,30007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6197,0,0,0,30007,0,0,0,0,0,0,48306,48306,0,0,0,9191,9191,0,0
0,6155,0,19422,0,0,30007,0,0,0,0,0,0,0,0,48801,48801,0,0,0,0,0
0,6155,0,59642,59642,0,30007,0,0,0,0,0,0,0,0,0,0,0,9191,9191,0,0
0,0,6197,19422,0,73933,0,0,0,0,0,0,0,0,0,0,48462,48462,0,0,0,0
0,30213,6189,19422,0,0,0,0,0,0,0,0,0,48785,48785,0,0,0,0,0,0,0
0,0,6197,19422,0,73933,0,0,0,0,0,59634,59634,0,0,0,0,0,0,0,0,0
0,0,0,19422,6171,73933,0,0,0,0,0,0,0,0,0,0,0,0,48470,48470,0,0
0,0,0,0,0,73933,9316,9316,48330,48330,0,0,0,0,0,0,0,0,9191,9191,0,0
